generation,fitness
0,0.000758849
1,0.000869801
2,0.000869801
3,0.000914413
4,0.000936096
5,0.00100222
6,0.0010365
7,0.00105181
8,0.00105181
9,0.00105181
10,0.00111027
11,0.00120133
12,0.00120133
13,0.00120133
14,0.00121344
15,0.00121344
16,0.00124366
17,0.00134332
18,0.00134332
19,0.00138989
20,0.00140523
21,0.00140523
22,0.00145757
23,0.00145757
24,0.00145757
25,0.00149997
26,0.00149997
27,0.00149997
28,0.00149997
29,0.00149997
30,0.00149997
31,0.00149997
32,0.00155603
33,0.00155603
34,0.00155603
35,0.00155603
36,0.00156598
37,0.00160181
38,0.00161929
39,0.00163807
40,0.00164154
41,0.00164154
42,0.00164154
43,0.00164154
44,0.00164154
45,0.00164154
46,0.00164154
47,0.00166185
48,0.00166185
49,0.00166185
50,0.00166185
51,0.00166185
52,0.00166185
53,0.00166185
54,0.00166185
55,0.00166185
56,0.00166185
57,0.00166185
58,0.00166185
59,0.0016716
60,0.00168527
61,0.00175881
62,0.00175881
63,0.00175881
64,0.00175881
65,0.00179677
66,0.00184618
67,0.00184618
68,0.00184618
69,0.00184618
70,0.00184618
71,0.00184618
72,0.00184618
73,0.00184618
74,0.00184618
75,0.00184618
76,0.00184618
77,0.00184618
78,0.00184618
79,0.00184618
80,0.00187638
81,0.00194628
82,0.00194628
83,0.00195444
84,0.00195444
85,0.00195444
86,0.00195444
87,0.00195444
88,0.00195444
89,0.00195444
90,0.00195444
91,0.00195444
92,0.00195444
93,0.00195444
94,0.00200474
95,0.00200474
96,0.00200474
97,0.00200474
98,0.00200474
99,0.00200474
100,0.00200474
101,0.00200474
102,0.00200474
103,0.00200474
104,0.00200529
105,0.00200529
106,0.00200529
107,0.00200529
108,0.00200529
109,0.00200529
110,0.00200529
111,0.00200529
112,0.00200529
113,0.00200529
114,0.00200529
115,0.00200529
116,0.00200529
117,0.00200529
118,0.00200529
119,0.00200529
120,0.00200529
121,0.00200529
122,0.00200529
123,0.00200529
124,0.00200529
125,0.00200529
126,0.00200529
127,0.00200529
128,0.00200529
129,0.00200529
130,0.00200529
131,0.00200529
132,0.00200529
133,0.00200529
134,0.00200529
135,0.00200529
136,0.00200529
137,0.00200529
138,0.00200529
139,0.00200529
140,0.00200529
141,0.00200529
142,0.00200529
143,0.00200529
144,0.00200529
145,0.00200529
146,0.00200529
147,0.00200529
148,0.00200529
149,0.00200529
150,0.00200529
151,0.00200529
152,0.00200529
153,0.00200529
154,0.00200529
155,0.00200529
156,0.00200529
157,0.00200529
158,0.00200529
159,0.00200529
160,0.00200529
161,0.00200529
162,0.00200529
163,0.00200529
164,0.00200529
165,0.00200529
166,0.00200529
167,0.00200529
168,0.00200529
169,0.00200529
170,0.00200529
171,0.00200529
172,0.00200529
173,0.00200529
174,0.00200529
175,0.00200529
176,0.00200529
177,0.00200529
178,0.00200529
179,0.00200529
180,0.00200529
181,0.00200529
182,0.00200529
183,0.00200529
184,0.00200529
185,0.00200529
186,0.00200529
187,0.00200529
188,0.00200529
189,0.00200529
190,0.00200529
191,0.00200529
192,0.00200529
193,0.00200529
194,0.00200529
195,0.00200529
196,0.00200529
197,0.00200529
198,0.00200529
199,0.00200529
200,0.00200529
201,0.00200529
202,0.00200529
203,0.00200529
204,0.00200529
205,0.00200529
206,0.00200529
207,0.00200529
208,0.00200529
209,0.00200529
210,0.00200529
211,0.00200529
212,0.00200529
213,0.00200529
214,0.00200529
215,0.00200529
216,0.00200529
217,0.00200529
218,0.00200529
219,0.00200529
220,0.00200529
221,0.00200529
222,0.00200529
223,0.00200529
224,0.00200529
225,0.00200529
226,0.00200529
227,0.00200529
228,0.00200529
229,0.00200529
230,0.00200529
231,0.00200529
232,0.00200529
233,0.00200529
234,0.00200529
235,0.00200529
236,0.00200529
237,0.00200529
238,0.00200529
239,0.00200529
240,0.00200529
241,0.00200529
242,0.00200529
243,0.00200529
244,0.00200529
245,0.00200529
246,0.00200529
247,0.00200529
248,0.00200529
249,0.00200529
250,0.00200529
251,0.00200529
252,0.00200529
253,0.00200529
254,0.00200529
255,0.00200529
256,0.00200529
257,0.00200529
258,0.00200529
259,0.00200529
260,0.00200529
261,0.00200529
262,0.00200529
263,0.00200529
264,0.00200529
265,0.00200529
266,0.00200529
267,0.00200529
268,0.00200529
269,0.00200529
270,0.00200529
271,0.00200529
272,0.00200529
273,0.00200529
274,0.00200529
275,0.00200529
276,0.00200529
277,0.00200529
278,0.00200529
279,0.00200529
280,0.00200529
281,0.00200529
282,0.00200529
283,0.00200529
284,0.00200529
285,0.00200529
286,0.00200529
287,0.00200529
288,0.00200529
289,0.00200529
290,0.00200529
291,0.00200529
292,0.00200529
293,0.00200529
294,0.00200529
295,0.00200529
296,0.00200529
297,0.00200529
298,0.00200529
299,0.00200529
300,0.00200529
301,0.00200529
302,0.00200529
303,0.00200529
304,0.00200529
305,0.00200529
306,0.00200529
307,0.00200529
308,0.00200529
309,0.00200529
310,0.00200529
311,0.00200529
312,0.00200529
313,0.00200529
314,0.00200529
315,0.00200529
316,0.00200529
317,0.00200529
318,0.00200529
319,0.00200529
320,0.00200529
321,0.00200529
322,0.00200529
323,0.00200529
324,0.00200529
325,0.00200529
326,0.00200529
327,0.00200529
328,0.00200529
329,0.00200529
330,0.00200529
331,0.00200529
332,0.00200529
333,0.00200529
334,0.00200529
335,0.00200529
336,0.00200529
337,0.00200529
338,0.00200529
339,0.00200529
340,0.00200529
341,0.00200529
342,0.00200529
343,0.00200529
344,0.00200529
345,0.00200529
346,0.00200529
347,0.00200529
348,0.00200529
349,0.00200529
350,0.00200529
351,0.00200529
352,0.00200529
353,0.00200529
354,0.00200529
355,0.00200529
356,0.00200529
357,0.00200529
358,0.00200529
359,0.00200529
360,0.00200529
361,0.00200529
362,0.00200529
363,0.00200529
364,0.00200529
365,0.00200529
366,0.00200529
367,0.00200529
368,0.00200529
369,0.00200529
370,0.00200529
371,0.00200529
372,0.00200529
373,0.00200529
374,0.00200529
375,0.00200529
376,0.00200529
377,0.00200529
378,0.00200529
379,0.00200529
380,0.00200529
381,0.00200529
382,0.00200529
383,0.00200529
384,0.00200529
385,0.00200529
386,0.00200529
387,0.00200529
388,0.00200529
389,0.00200529
390,0.00200529
391,0.00200529
392,0.00200529
393,0.00200529
394,0.00200529
395,0.00200529
396,0.00200529
397,0.00200529
398,0.00200529
399,0.00200529
400,0.00200529
401,0.00200529
402,0.00200529
403,0.00200529
404,0.00200529
405,0.00200529
406,0.00200529
407,0.00200529
408,0.00200529
409,0.00200529
410,0.00200529
411,0.00200529
412,0.00200529
413,0.00200529
414,0.00200529
415,0.00200529
416,0.00200529
417,0.00200529
418,0.00200529
419,0.00200529
420,0.00200529
421,0.00200529
422,0.00200529
423,0.00200529
424,0.00200529
425,0.00200529
426,0.00200529
427,0.00200529
428,0.00200529
429,0.00200529
